job_gpu,total_free,queue_length,running_jobs,max_free_node,variance_free,can_fit_now,gpu_fit_ratio,fragmentation,queue_pressure,node_availability,avg_free_per_node,wait_time,arrival_time,run_id
2,1,5,9,1,0.109375,0,0.499999750000125,0.33071891388307384,12.0,0.0,0.125,5,32,5
4,3,6,7,3,0.984375,0,0.7499998125000469,0.9921567416492215,6.0,0.0,0.375,15,27,5
2,9,5,6,4,1.609375,1,1.0,1.2686114456365274,3.1,0.25,1.125,3,42,5
3,13,6,6,3,1.984375,1,1.0,1.4086784586980805,1.8571428571428572,0.5,1.625,4,31,5
5,7,4,7,4,1.859375,1,1.0,1.3635890143294642,2.375,0.0,0.875,13,26,5
7,13,7,6,3,1.984375,1,1.0,1.4086784586980805,2.0714285714285716,0.0,1.625,15,31,5
5,3,5,7,3,0.984375,0,0.599999880000024,0.9921567416492215,4.75,0.0,0.375,15,27,5
5,6,4,5,4,1.6875,1,1.0,1.299038105676658,4.428571428571429,0.0,0.75,0,53,5
8,6,5,7,4,1.6875,0,0.7499999062500118,1.299038105676658,4.0,0.0,0.75,21,39,5
2,13,5,5,3,1.734375,1,1.0,1.3169567191065923,2.7142857142857144,0.625,1.625,0,46,5
7,1,6,9,1,0.109375,0,0.1428571224489825,0.33071891388307384,13.0,0.0,0.125,20,32,5
8,2,4,7,2,0.4375,0,0.24999996875000394,0.6614378277661477,8.0,0.0,0.25,16,45,5
1,9,7,5,3,1.109375,1,1.0,1.0532687216470449,4.3,0.625,1.125,5,61,5
8,13,4,5,3,1.734375,1,1.0,1.3169567191065923,2.142857142857143,0.0,1.625,19,46,5
1,1,10,7,1,0.109375,1,0.9999990000010001,0.33071891388307384,31.0,0.125,0.125,0,67,5
1,13,6,4,4,1.984375,1,1.0,1.4086784586980805,3.2142857142857144,0.75,1.625,0,60,5
1,9,6,5,3,1.109375,1,1.0,1.0532687216470449,4.2,0.625,1.125,0,61,5
5,13,7,4,4,1.984375,1,1.0,1.4086784586980805,3.2857142857142856,0.0,1.625,4,60,5
8,1,4,6,1,0.109375,0,0.12499998437500197,0.33071891388307384,15.5,0.0,0.125,17,55,5
7,6,3,5,4,1.6875,0,0.857142734693895,1.299038105676658,3.4285714285714284,0.0,0.75,15,53,5
1,0,8,8,0,0.0,0,0.0,0.0,47.0,0.0,0.0,2,73,5
3,9,9,5,3,1.109375,1,1.0,1.0532687216470449,4.9,0.125,1.125,15,61,5
2,1,10,7,1,0.109375,0,0.499999750000125,0.33071891388307384,25.5,0.0,0.125,2,75,5
1,2,8,6,1,0.1875,1,1.0,0.4330127018922193,14.333333333333334,0.25,0.25,3,77,5
6,13,5,4,4,1.984375,1,1.0,1.4086784586980805,2.7857142857142856,0.0,1.625,16,60,5
5,9,8,5,3,1.109375,1,1.0,1.0532687216470449,4.4,0.0,1.125,18,61,5
1,0,11,8,0,0.0,0,0.0,0.0,62.0,0.0,0.0,2,87,5
2,0,10,8,0,0.0,0,0.0,0.0,60.0,0.0,0.0,3,86,5
7,9,10,5,3,1.109375,1,1.0,1.0532687216470449,5.2,0.0,1.125,19,61,5
8,5,10,6,3,0.984375,0,0.6249999218750099,0.9921567416492215,8.833333333333334,0.0,0.625,31,64,5
2,0,7,8,0,0.0,0,0.0,0.0,44.0,0.0,0.0,3,85,5
1,1,9,10,1,0.109375,1,0.9999990000010001,0.33071891388307384,31.5,0.125,0.125,0,96,5
3,5,9,6,3,0.984375,1,1.0,0.9921567416492215,8.333333333333334,0.125,0.625,24,64,5
3,0,9,8,0,0.0,0,0.0,0.0,48.0,0.0,0.0,15,73,5
2,0,8,10,0,0.0,0,0.0,0.0,59.0,0.0,0.0,1,90,5
2,3,10,9,2,0.484375,1,1.0,0.6959705453537527,17.25,0.125,0.375,0,101,5
1,2,11,9,1,0.1875,1,1.0,0.4330127018922193,24.333333333333332,0.25,0.25,3,91,5
2,11,10,8,4,1.984375,1,1.0,1.4086784586980805,5.916666666666667,0.375,1.375,0,95,5
4,3,10,9,2,0.484375,0,0.7499998125000469,0.6959705453537527,17.0,0.0,0.375,2,105,5
2,3,12,9,2,0.484375,1,1.0,0.6959705453537527,18.25,0.125,0.375,0,105,5
7,8,10,6,4,2.25,1,1.0,1.5,6.222222222222222,0.0,1.0,35,65,5
8,1,9,7,1,0.109375,0,0.12499998437500197,0.33071891388307384,27.0,0.0,0.125,35,67,5
1,3,11,9,2,0.484375,1,1.0,0.6959705453537527,18.0,0.25,0.375,0,105,5
5,10,10,8,3,1.1875,1,1.0,1.0897247358851685,6.454545454545454,0.0,1.25,9,100,5
6,0,8,8,0,0.0,0,0.0,0.0,46.0,0.0,0.0,32,85,5
8,2,9,6,1,0.1875,0,0.24999996875000394,0.4330127018922193,14.666666666666666,0.0,0.25,40,77,5
1,1,10,6,1,0.109375,1,0.9999990000010001,0.33071891388307384,34.0,0.125,0.125,0,118,5
4,2,10,8,1,0.1875,0,0.49999987500003124,0.4330127018922193,23.0,0.0,0.25,2,110,5
7,5,9,6,3,0.984375,0,0.7142856122449125,0.9921567416492215,8.333333333333334,0.0,0.625,36,79,5
1,0,11,6,0,0.0,0,0.0,0.0,74.0,0.0,0.0,1,116,5
7,8,12,6,4,1.75,1,1.0,1.3228756555322954,7.0,0.0,1.0,37,88,5
1,2,11,7,1,0.1875,1,1.0,0.4330127018922193,24.333333333333332,0.25,0.25,0,123,5
3,1,11,6,1,0.109375,0,0.33333322222225925,0.33071891388307384,34.5,0.0,0.125,4,118,5
6,0,9,10,0,0.0,0,0.0,0.0,61.0,0.0,0.0,38,90,5
8,0,9,8,0,0.0,0,0.0,0.0,52.0,0.0,0.0,40,86,5
6,0,10,10,0,0.0,0,0.0,0.0,67.0,0.0,0.0,45,90,5
2,7,12,6,2,0.859375,1,1.0,0.9270248108869579,9.625,0.375,0.875,11,128,5
5,0,11,7,0,0.0,0,0.0,0.0,71.0,0.0,0.0,8,119,5
2,7,12,7,3,1.109375,1,1.0,1.0532687216470449,9.875,0.25,0.875,10,125,5
6,3,11,7,2,0.484375,0,0.49999991666668053,0.6959705453537527,18.25,0.0,0.375,35,111,5
1,10,16,5,4,1.4375,1,1.0,1.1989578808281798,9.272727272727273,0.75,1.25,5,139,5
1,1,13,7,1,0.109375,1,0.9999990000010001,0.33071891388307384,41.0,0.125,0.125,0,136,5
8,1,9,10,1,0.109375,0,0.12499998437500197,0.33071891388307384,31.5,0.0,0.125,41,98,5
6,5,12,6,2,0.734375,0,0.8333331944444675,0.8569568250501305,13.166666666666666,0.0,0.625,40,112,5
6,1,11,10,1,0.109375,0,0.16666663888889352,0.33071891388307384,36.0,0.0,0.125,39,106,5
7,3,9,9,2,0.484375,0,0.4285713673469475,0.6959705453537527,15.25,0.0,0.375,39,105,5
2,8,20,6,4,2.0,1,1.0,1.4142135623730951,13.222222222222221,0.375,1.0,3,144,5
1,0,18,7,0,0.0,0,0.0,0.0,111.0,0.0,0.0,3,142,5
8,9,12,6,4,1.859375,1,1.0,1.3635890143294642,7.4,0.0,1.125,34,126,5
6,1,11,8,1,0.109375,0,0.16666663888889352,0.33071891388307384,36.5,0.0,0.125,34,124,5
8,16,12,3,4,2.25,1,1.0,1.5,4.411764705882353,0.0,2.0,41,117,5
5,1,12,7,1,0.109375,0,0.199999960000008,0.33071891388307384,36.5,0.0,0.125,30,129,5
4,1,13,7,1,0.109375,0,0.24999993750001562,0.33071891388307384,39.0,0.0,0.125,34,132,5
2,6,19,7,3,1.1875,1,1.0,1.0897247358851685,17.0,0.25,0.75,10,146,5
4,0,15,7,0,0.0,0,0.0,0.0,93.0,0.0,0.0,26,140,5
6,10,15,5,4,1.4375,1,1.0,1.1989578808281798,8.727272727272727,0.0,1.25,37,139,5
8,5,12,6,3,0.984375,0,0.6249999218750099,0.9921567416492215,12.333333333333334,0.0,0.625,38,127,5
8,1,14,7,1,0.109375,0,0.12499998437500197,0.33071891388307384,41.0,0.0,0.125,38,133,5
6,0,13,8,0,0.0,0,0.0,0.0,82.0,0.0,0.0,36,137,5
6,0,17,7,0,0.0,0,0.0,0.0,105.0,0.0,0.0,43,141,5
7,0,19,7,0,0.0,0,0.0,0.0,112.0,0.0,0.0,44,143,5
8,1,14,7,1,0.109375,0,0.12499998437500197,0.33071891388307384,44.0,0.0,0.125,44,138,5
8,0,16,7,0,0.0,0,0.0,0.0,97.0,0.0,0.0,43,141,5
7,8,19,6,3,1.0,1,1.0,1.0,12.555555555555555,0.0,1.0,47,145,5
6,8,20,6,3,1.0,1,1.0,1.0,13.333333333333334,0.0,1.0,47,145,5
8,0,19,8,0,0.0,0,0.0,0.0,120.0,0.0,0.0,49,150,5
7,0,18,8,0,0.0,0,0.0,0.0,113.0,0.0,0.0,51,148,5
2,19,0,2,4,3.484375,1,1.0,1.8666480653835098,0.0,0.625,2.375,0,5,6
6,17,0,3,4,3.609375,1,1.0,1.899835519196333,0.0,0.0,2.125,0,6,6
4,11,1,4,4,3.234375,1,1.0,1.79843682124227,0.08333333333333333,0.25,1.375,0,10,6
6,32,1,0,4,0.0,1,1.0,0.0,0.21212121212121213,0.0,4.0,0,0,6
2,8,0,5,4,2.0,1,1.0,1.4142135623730951,0.0,0.375,1.0,0,11,6
7,32,0,0,4,0.0,1,1.0,0.0,0.0,0.0,4.0,0,0,6
1,11,0,5,4,3.234375,1,1.0,1.79843682124227,0.0,0.375,1.375,0,15,6
7,17,0,5,4,3.109375,1,1.0,1.7633419974582356,0.0,0.0,2.125,0,20,6
1,11,0,4,4,3.234375,1,1.0,1.79843682124227,0.0,0.375,1.375,0,10,6
5,12,0,5,4,2.5,1,1.0,1.5811388300841898,0.0,0.0,1.5,0,14,6
4,18,0,4,4,2.6875,1,1.0,1.6393596310755,0.0,0.375,2.25,0,18,6
3,10,0,6,4,2.9375,1,1.0,1.713913650100261,0.0,0.25,1.25,0,21,6
4,14,0,5,4,2.6875,1,1.0,1.6393596310755,0.0,0.25,1.75,0,19,6
1,0,2,7,0,0.0,0,0.0,0.0,3.0,0.0,0.0,4,24,6
3,0,6,7,0,0.0,0,0.0,0.0,14.0,0.0,0.0,3,26,6
5,0,8,7,0,0.0,0,0.0,0.0,25.0,0.0,0.0,3,27,6
1,3,3,11,2,0.484375,1,1.0,0.6959705453537527,5.0,0.25,0.375,0,31,6
4,5,3,11,3,0.984375,1,1.0,0.9921567416492215,3.5,0.0,0.625,2,30,6
1,0,5,7,0,0.0,0,0.0,0.0,13.0,0.0,0.0,2,26,6
2,6,4,10,4,1.6875,1,1.0,1.299038105676658,3.4285714285714284,0.125,0.75,0,29,6
8,8,0,6,4,2.25,1,0.9999998750000157,1.5,0.0,0.0,1.0,0,23,6
1,7,9,6,4,2.359375,1,1.0,1.5360257159305635,3.75,0.25,0.875,0,28,6
8,0,3,7,0,0.0,0,0.0,0.0,4.0,0.0,0.0,13,24,6
2,8,1,6,4,2.25,1,1.0,1.5,0.8888888888888888,0.25,1.0,5,23,6
1,8,2,6,4,2.25,1,1.0,1.5,1.1111111111111112,0.375,1.0,5,23,6
1,0,4,7,0,0.0,0,0.0,0.0,12.0,0.0,0.0,3,25,6
2,7,4,9,3,1.109375,1,1.0,1.0532687216470449,3.375,0.25,0.875,0,38,6
5,2,2,12,1,0.1875,0,0.399999920000016,0.4330127018922193,5.333333333333333,0.0,0.25,5,33,6
1,6,3,11,3,0.9375,1,1.0,0.9682458365518543,2.857142857142857,0.5,0.75,0,32,6
8,0,7,7,0,0.0,0,0.0,0.0,17.0,0.0,0.0,15,27,6
1,3,4,9,2,0.484375,1,1.0,0.6959705453537527,6.5,0.25,0.375,0,41,6
4,7,5,9,3,1.109375,1,1.0,1.0532687216470449,3.625,0.0,0.875,6,38,6
1,1,7,7,1,0.109375,1,0.9999990000010001,0.33071891388307384,17.5,0.125,0.125,0,55,6
6,10,3,10,3,0.6875,1,1.0,0.82915619758885,1.9090909090909092,0.0,1.25,7,37,6
5,11,3,8,3,0.984375,1,1.0,0.9921567416492215,1.5,0.0,1.375,3,44,6
6,11,4,8,3,0.984375,1,1.0,0.9921567416492215,1.9166666666666667,0.0,1.375,6,44,6
8,10,4,10,3,0.6875,1,1.0,0.82915619758885,2.4545454545454546,0.0,1.25,17,37,6
1,10,7,5,3,1.6875,1,1.0,1.299038105676658,3.6363636363636362,0.5,1.25,0,54,6
7,3,4,9,2,0.484375,0,0.4285713673469475,0.6959705453537527,6.0,0.0,0.375,19,45,6
7,7,5,6,3,0.859375,1,0.9999998571428775,0.9270248108869579,3.875,0.0,0.875,18,47,6
5,3,3,9,2,0.484375,0,0.599999880000024,0.6959705453537527,4.75,0.0,0.375,16,45,6
3,2,5,7,1,0.1875,0,0.6666664444445185,0.4330127018922193,11.0,0.0,0.25,16,49,6
2,10,9,6,3,1.4375,1,1.0,1.1989578808281798,4.7272727272727275,0.375,1.25,2,71,6
3,0,7,8,0,0.0,0,0.0,0.0,35.0,0.0,0.0,14,57,6
1,1,10,6,1,0.109375,1,0.9999990000010001,0.33071891388307384,25.5,0.125,0.125,0,69,6
7,2,6,6,1,0.1875,0,0.285714244897965,0.4330127018922193,11.0,0.0,0.25,20,51,6
3,2,6,7,1,0.1875,0,0.6666664444445185,0.4330127018922193,12.0,0.0,0.25,21,49,6
5,1,9,7,1,0.109375,0,0.199999960000008,0.33071891388307384,23.0,0.0,0.125,13,60,6
3,1,6,7,1,0.109375,0,0.33333322222225925,0.33071891388307384,16.0,0.0,0.125,15,55,6
8,0,8,8,0,0.0,0,0.0,0.0,38.0,0.0,0.0,17,59,6
5,1,11,7,1,0.109375,0,0.199999960000008,0.33071891388307384,28.5,0.0,0.125,21,60,6
6,11,10,4,3,1.234375,1,1.0,1.1110243021644486,4.166666666666667,0.0,1.375,23,65,6
5,1,9,6,1,0.109375,0,0.199999960000008,0.33071891388307384,23.0,0.0,0.125,21,69,6
2,2,9,6,2,0.4375,1,0.99999950000025,0.6614378277661477,19.0,0.125,0.25,0,86,6
6,1,10,7,1,0.109375,0,0.16666663888889352,0.33071891388307384,25.5,0.0,0.125,24,60,6
7,0,8,8,0,0.0,0,0.0,0.0,44.0,0.0,0.0,23,72,6
3,0,9,7,0,0.0,0,0.0,0.0,57.0,0.0,0.0,8,87,6
7,8,10,6,3,1.25,1,1.0,1.118033988749895,5.666666666666667,0.0,1.0,21,70,6
1,5,11,5,2,0.734375,1,1.0,0.8569568250501305,10.833333333333334,0.375,0.625,1,90,6
5,0,8,8,0,0.0,0,0.0,0.0,49.0,0.0,0.0,25,77,6
3,8,11,5,2,0.75,1,1.0,0.8660254037844386,6.777777777777778,0.0,1.0,7,91,6
8,0,8,9,0,0.0,0,0.0,0.0,49.0,0.0,0.0,28,74,6
2,0,11,7,0,0.0,0,0.0,0.0,58.0,0.0,0.0,7,101,6
7,2,7,6,2,0.4375,0,0.285714244897965,0.6614378277661477,14.333333333333334,0.0,0.25,23,85,6
5,7,9,7,3,1.109375,1,1.0,1.0532687216470449,6.375,0.0,0.875,22,73,6
2,16,11,4,3,0.5,1,1.0,0.7071067811865476,3.5294117647058822,0.75,2.0,11,95,6
4,8,10,5,3,1.0,1,1.0,1.0,6.666666666666667,0.0,1.0,20,88,6
1,0,9,7,0,0.0,0,0.0,0.0,50.0,0.0,0.0,7,99,6
7,2,8,6,2,0.4375,0,0.285714244897965,0.6614378277661477,16.666666666666668,0.0,0.25,28,85,6
2,13,11,5,4,1.734375,1,1.0,1.3169567191065923,4.071428571428571,0.5,1.625,5,108,6
3,3,12,6,2,0.484375,1,0.9999996666667778,0.6959705453537527,14.25,0.0,0.375,3,106,6
7,5,10,5,2,0.734375,0,0.7142856122449125,0.8569568250501305,9.666666666666666,0.0,0.625,24,90,6
3,0,11,8,0,0.0,0,0.0,0.0,61.0,0.0,0.0,8,111,6
7,0,10,7,0,0.0,0,0.0,0.0,51.0,0.0,0.0,21,101,6
1,3,11,6,2,0.484375,1,1.0,0.6959705453537527,14.0,0.25,0.375,1,123,6
4,0,10,7,0,0.0,0,0.0,0.0,56.0,0.0,0.0,21,94,6
6,1,9,7,1,0.109375,0,0.16666663888889352,0.33071891388307384,23.5,0.0,0.125,21,97,6
3,0,11,7,0,0.0,0,0.0,0.0,59.0,0.0,0.0,2,121,6
3,3,10,6,2,0.484375,1,0.9999996666667778,0.6959705453537527,13.25,0.0,0.375,5,123,6
2,0,10,7,0,0.0,0,0.0,0.0,57.0,0.0,0.0,1,121,6
6,0,10,7,0,0.0,0,0.0,0.0,47.0,0.0,0.0,21,103,6
2,7,11,6,3,1.609375,1,1.0,1.2686114456365274,6.75,0.25,0.875,5,124,6
4,3,11,6,2,0.484375,0,0.7499998125000469,0.6959705453537527,13.25,0.0,0.375,23,106,6
5,3,11,7,2,0.484375,0,0.599999880000024,0.6959705453537527,14.75,0.0,0.375,25,109,6
1,0,15,8,0,0.0,0,0.0,0.0,68.0,0.0,0.0,2,127,6
5,2,9,8,1,0.1875,0,0.399999920000016,0.4330127018922193,16.0,0.0,0.25,27,116,6
3,0,13,8,0,0.0,0,0.0,0.0,62.0,0.0,0.0,14,127,6
6,13,13,5,4,1.734375,1,1.0,1.3169567191065923,4.714285714285714,0.0,1.625,28,108,6
7,13,12,5,4,1.734375,1,1.0,1.3169567191065923,4.214285714285714,0.0,1.625,32,108,6
4,0,12,8,0,0.0,0,0.0,0.0,64.0,0.0,0.0,28,111,6
2,0,10,8,0,0.0,0,0.0,0.0,49.0,0.0,0.0,13,125,6
3,0,14,8,0,0.0,0,0.0,0.0,65.0,0.0,0.0,23,127,6
4,0,12,8,0,0.0,0,0.0,0.0,58.0,0.0,0.0,17,126,6
6,3,10,6,3,0.984375,0,0.49999991666668053,0.9921567416492215,13.5,0.0,0.375,30,119,6
2,6,17,6,4,1.6875,1,1.0,1.299038105676658,13.571428571428571,0.125,0.75,7,149,6
7,3,9,6,3,0.984375,0,0.4285713673469475,0.9921567416492215,11.75,0.0,0.375,36,119,6
5,1,12,9,1,0.109375,0,0.199999960000008,0.33071891388307384,29.5,0.0,0.125,19,133,6
2,1,13,9,1,0.109375,0,0.499999750000125,0.33071891388307384,32.0,0.0,0.125,23,133,6
6,8,13,7,4,1.75,1,1.0,1.3228756555322954,7.777777777777778,0.0,1.0,23,140,6
6,6,13,8,2,0.6875,1,0.9999998333333611,0.82915619758885,8.714285714285714,0.0,0.75,22,136,6
7,0,13,9,0,0.0,0,0.0,0.0,61.0,0.0,0.0,34,137,6
4,8,14,7,4,1.75,1,1.0,1.3228756555322954,8.444444444444445,0.125,1.0,22,140,6
8,0,14,9,0,0.0,0,0.0,0.0,68.0,0.0,0.0,35,137,6
5,0,13,8,0,0.0,0,0.0,0.0,70.0,0.0,0.0,34,142,6
4,0,12,8,0,0.0,0,0.0,0.0,66.0,0.0,0.0,33,144,6
7,0,11,8,0,0.0,0,0.0,0.0,51.0,0.0,0.0,44,125,6
7,1,15,7,1,0.109375,0,0.1428571224489825,0.33071891388307384,41.5,0.0,0.125,40,147,6
5,1,14,7,1,0.109375,0,0.199999960000008,0.33071891388307384,39.0,0.0,0.125,41,146,6
5,1,16,7,1,0.109375,0,0.199999960000008,0.33071891388307384,45.0,0.0,0.125,40,147,6
8,0,13,8,0,0.0,0,0.0,0.0,70.0,0.0,0.0,36,144,6
4,32,0,0,4,0.0,1,1.0,0.0,0.0,1.0,4.0,0,2,7
1,22,0,2,4,2.9375,1,1.0,1.713913650100261,0.0,0.75,2.75,0,4,7
1,21,0,3,4,3.234375,1,1.0,1.79843682124227,0.0,0.75,2.625,0,5,7
4,20,0,4,4,3.75,1,1.0,1.9364916731037085,0.0,0.625,2.5,0,7,7
6,32,1,0,4,0.0,1,1.0,0.0,0.12121212121212122,0.0,4.0,0,2,7
5,19,0,4,4,2.984375,1,1.0,1.7275343701356567,0.0,0.0,2.375,0,11,7
5,19,1,4,4,2.984375,1,1.0,1.7275343701356567,0.25,0.0,2.375,0,11,7
2,21,0,3,4,3.234375,1,1.0,1.79843682124227,0.0,0.625,2.625,0,9,7
3,6,0,6,4,1.6875,1,1.0,1.299038105676658,0.0,0.125,0.75,0,15,7
4,9,0,6,4,2.859375,1,1.0,1.6909686573085854,0.0,0.25,1.125,0,12,7
8,7,1,6,4,2.359375,0,0.8749998906250137,1.5360257159305635,0.75,0.0,0.875,6,17,7
5,1,1,7,1,0.109375,0,0.199999960000008,0.33071891388307384,4.0,0.0,0.125,1,18,7
5,5,3,6,2,0.484375,1,0.99999980000004,0.6959705453537527,3.6666666666666665,0.0,0.625,0,25,7
6,7,0,6,4,2.359375,1,1.0,1.5360257159305635,0.0,0.0,0.875,0,17,7
2,7,2,6,2,0.859375,1,1.0,0.9270248108869579,2.0,0.375,0.875,0,22,7
2,7,3,6,2,0.859375,1,1.0,0.9270248108869579,2.25,0.375,0.875,0,22,7
3,4,5,6,3,1.0,1,1.0,1.0,7.0,0.125,0.5,0,29,7
3,1,5,7,1,0.109375,0,0.33333322222225925,0.33071891388307384,17.5,0.0,0.125,3,31,7
7,5,2,6,2,0.484375,0,0.7142856122449125,0.6959705453537527,2.5,0.0,0.625,11,24,7
8,7,2,6,4,1.859375,0,0.8749998906250137,1.3635890143294642,1.625,0.0,0.875,11,19,7
7,5,1,6,2,0.484375,0,0.7142856122449125,0.6959705453537527,1.3333333333333333,0.0,0.625,10,24,7
6,4,4,6,3,1.0,0,0.6666665555555741,1.0,5.8,0.0,0.5,19,28,7
8,1,4,7,1,0.109375,0,0.12499998437500197,0.33071891388307384,13.5,0.0,0.125,18,31,7
1,4,5,4,4,1.75,1,1.0,1.3228756555322954,7.4,0.125,0.5,0,48,7
6,1,6,7,1,0.109375,0,0.16666663888889352,0.33071891388307384,19.0,0.0,0.125,18,33,7
7,0,3,7,0,0.0,0,0.0,0.0,22.0,0.0,0.0,16,26,7
1,2,6,5,2,0.4375,1,1.0,0.6614378277661477,13.0,0.125,0.25,0,54,7
8,11,7,5,4,1.734375,1,1.0,1.3169567191065923,3.6666666666666665,0.0,1.375,19,34,7
8,11,6,4,4,2.484375,1,1.0,1.5761900266148114,3.6666666666666665,0.0,1.375,16,49,7
1,1,9,6,1,0.109375,1,0.9999990000010001,0.33071891388307384,25.5,0.125,0.125,0,57,7
7,4,5,5,2,0.75,0,0.57142848979593,0.8660254037844386,7.0,0.0,0.5,17,41,7
7,11,5,4,4,2.484375,1,1.0,1.5761900266148114,3.0833333333333335,0.0,1.375,13,49,7
8,4,4,4,4,1.75,0,0.4999999375000079,1.3228756555322954,5.8,0.0,0.5,11,48,7
2,1,7,6,1,0.109375,0,0.499999750000125,0.33071891388307384,22.0,0.0,0.125,14,56,7
1,0,9,6,0,0.0,0,0.0,0.0,38.0,0.0,0.0,2,68,7
5,10,6,4,4,2.1875,1,1.0,1.479019945774904,4.0,0.0,1.25,19,51,7
1,1,8,5,1,0.109375,1,0.9999990000010001,0.33071891388307384,18.0,0.125,0.125,0,66,7
2,1,8,8,1,0.109375,0,0.499999750000125,0.33071891388307384,19.5,0.0,0.125,2,77,7
4,10,6,4,4,2.1875,1,1.0,1.479019945774904,3.909090909090909,0.125,1.25,23,53,7
5,1,8,6,1,0.109375,0,0.199999960000008,0.33071891388307384,23.0,0.0,0.125,20,56,7
5,1,6,6,1,0.109375,0,0.199999960000008,0.33071891388307384,19.5,0.0,0.125,20,56,7
2,0,8,6,0,0.0,0,0.0,0.0,36.0,0.0,0.0,11,67,7
4,8,8,4,2,0.75,1,1.0,0.8660254037844386,4.444444444444445,0.0,1.0,16,62,7
3,2,8,8,2,0.4375,0,0.6666664444445185,0.6614378277661477,13.333333333333334,0.0,0.25,6,79,7
4,8,8,5,4,1.75,1,1.0,1.3228756555322954,4.888888888888889,0.125,1.0,19,59,7
4,1,9,8,1,0.109375,0,0.24999993750001562,0.33071891388307384,20.5,0.0,0.125,10,77,7
3,1,7,7,1,0.109375,0,0.33333322222225925,0.33071891388307384,15.5,0.0,0.125,11,72,7
7,1,8,5,1,0.109375,0,0.1428571224489825,0.33071891388307384,18.5,0.0,0.125,29,63,7
5,1,10,8,1,0.109375,0,0.199999960000008,0.33071891388307384,22.5,0.0,0.125,14,77,7
2,5,11,8,3,1.234375,1,1.0,1.1110243021644486,9.666666666666666,0.25,0.625,0,83,7
1,0,11,9,0,0.0,0,0.0,0.0,60.0,0.0,0.0,7,86,7
6,1,10,7,1,0.109375,0,0.16666663888889352,0.33071891388307384,23.5,0.0,0.125,26,75,7
7,1,9,7,1,0.109375,0,0.1428571224489825,0.33071891388307384,20.0,0.0,0.125,22,74,7
6,1,8,7,1,0.109375,0,0.16666663888889352,0.33071891388307384,17.0,0.0,0.125,20,73,7
1,0,12,8,0,0.0,0,0.0,0.0,63.0,0.0,0.0,1,95,7
1,8,15,6,4,2.0,1,1.0,1.4142135623730951,8.444444444444445,0.375,1.0,5,96,7
6,0,8,9,0,0.0,0,0.0,0.0,41.0,0.0,0.0,26,80,7
4,1,10,9,1,0.109375,0,0.24999993750001562,0.33071891388307384,27.5,0.0,0.125,26,84,7
1,8,14,8,4,1.75,1,1.0,1.3228756555322954,7.666666666666667,0.5,1.0,1,109,7
3,7,13,7,4,1.609375,1,1.0,1.2686114456365274,8.625,0.125,0.875,8,92,7
5,5,10,8,3,1.234375,1,0.99999980000004,1.1110243021644486,8.833333333333334,0.0,0.625,19,83,7
1,5,14,8,3,1.234375,1,1.0,1.1110243021644486,12.0,0.25,0.625,1,102,7
6,5,9,8,3,1.234375,0,0.8333331944444675,1.1110243021644486,7.833333333333333,0.0,0.625,26,83,7
2,8,13,8,4,1.75,1,1.0,1.3228756555322954,7.444444444444445,0.25,1.0,0,109,7
4,1,11,9,1,0.109375,0,0.24999993750001562,0.33071891388307384,29.5,0.0,0.125,33,84,7
1,3,15,7,2,0.484375,1,1.0,0.6959705453537527,19.0,0.25,0.375,3,100,7
4,3,15,7,2,0.484375,0,0.7499998125000469,0.6959705453537527,17.75,0.0,0.375,16,103,7
3,5,15,8,3,1.234375,1,1.0,1.1110243021644486,12.166666666666666,0.125,0.625,12,102,7
5,7,15,7,4,1.609375,1,1.0,1.2686114456365274,9.25,0.0,0.875,21,101,7
1,0,16,10,0,0.0,0,0.0,0.0,80.0,0.0,0.0,1,116,7
4,1,13,11,1,0.109375,0,0.24999993750001562,0.33071891388307384,35.5,0.0,0.125,12,112,7
4,5,12,8,3,1.234375,1,1.0,1.1110243021644486,10.666666666666666,0.0,0.625,27,91,7
5,7,13,6,3,1.109375,1,1.0,1.0532687216470449,8.125,0.0,0.875,27,93,7
1,5,13,10,3,1.234375,1,1.0,1.1110243021644486,11.5,0.25,0.625,1,120,7
6,5,13,8,3,1.234375,0,0.8333331944444675,1.1110243021644486,11.333333333333334,0.0,0.625,37,91,7
1,0,15,10,0,0.0,0,0.0,0.0,79.0,0.0,0.0,2,115,7
3,0,13,10,0,0.0,0,0.0,0.0,72.0,0.0,0.0,12,115,7
2,0,17,10,0,0.0,0,0.0,0.0,81.0,0.0,0.0,16,116,7
6,0,13,8,0,0.0,0,0.0,0.0,64.0,0.0,0.0,37,95,7
7,0,11,9,0,0.0,0,0.0,0.0,57.0,0.0,0.0,32,90,7
4,0,14,10,0,0.0,0,0.0,0.0,75.0,0.0,0.0,14,115,7
2,5,14,8,2,0.734375,1,1.0,0.8569568250501305,11.0,0.25,0.625,8,124,7
1,1,17,8,1,0.109375,1,0.9999990000010001,0.33071891388307384,44.5,0.125,0.125,0,131,7
1,0,16,9,0,0.0,0,0.0,0.0,88.0,0.0,0.0,3,133,7
6,1,12,11,1,0.109375,0,0.16666663888889352,0.33071891388307384,32.5,0.0,0.125,28,112,7
7,0,14,8,0,0.0,0,0.0,0.0,69.0,0.0,0.0,43,99,7
3,12,12,8,4,2.5,1,1.0,1.5811388300841898,4.923076923076923,0.25,1.5,16,122,7
