job_gpu,total_free,queue_length,running_jobs,max_free_node,variance_free,smaller_jobs_in_queue,demand_ratio,wait_time
6,10,6,5,4,1.6875,2,0.5454545454545454,20
5,7,7,5,4,1.609375,3,0.625,21
1,0,10,6,0,0.0,1,1.0,6
5,1,7,5,1,0.109375,4,2.5,21
5,1,9,5,1,0.109375,5,2.5,18
4,0,11,6,0,0.0,3,4.0,11
1,9,9,7,4,2.859375,0,0.1,2
4,0,10,6,0,0.0,1,4.0,14
1,11,8,7,4,1.984375,0,0.08333333333333333,1
2,0,10,7,0,0.0,2,2.0,14
2,4,9,8,2,0.5,1,0.4,9
4,1,11,6,1,0.109375,5,2.0,16
8,1,8,5,1,0.109375,8,4.0,28
7,1,7,5,1,0.109375,6,3.5,26
1,1,7,9,1,0.109375,0,0.5,0
5,6,9,7,3,1.1875,6,0.7142857142857143,16
3,6,8,7,3,1.1875,3,0.42857142857142855,8
2,0,8,9,0,0.0,2,2.0,17
6,5,7,7,3,0.984375,6,1.0,10
8,5,9,8,3,0.984375,9,1.3333333333333333,21
3,0,3,8,0,0.0,2,3.0,2
3,5,8,7,3,0.984375,4,0.5,12
3,0,7,9,0,0.0,4,3.0,7
2,4,2,8,2,0.5,0,0.4,1
2,1,8,9,1,0.109375,2,1.0,11
3,0,6,9,0,0.0,3,3.0,6
2,3,3,8,2,0.484375,1,0.5,2
5,7,4,8,2,0.609375,3,0.625,3
1,0,1,8,0,0.0,0,1.0,1
3,4,3,8,2,0.5,2,0.6,6
5,0,2,8,0,0.0,2,5.0,5
5,7,5,8,2,0.609375,4,0.625,7
3,6,2,7,2,0.6875,0,0.42857142857142855,4
5,11,2,7,4,1.484375,1,0.4166666666666667,7
7,7,3,8,2,0.609375,3,0.875,6
4,1,3,8,1,0.109375,1,2.0,5
2,3,5,6,3,0.984375,1,0.5,0
1,3,3,6,3,0.984375,0,0.25,0
1,1,9,7,1,0.109375,0,0.5,0
2,5,5,7,2,0.484375,0,0.3333333333333333,0
3,8,6,7,3,1.25,0,0.3333333333333333,6
8,1,2,8,1,0.109375,2,4.0,11
2,11,10,6,4,1.734375,1,0.16666666666666666,4
7,1,4,8,1,0.109375,3,3.5,12
2,1,10,7,1,0.109375,0,1.0,2
8,3,4,6,3,0.984375,4,2.0,23
7,4,5,7,2,0.75,4,1.4,15
2,1,7,7,1,0.109375,0,1.0,4
1,3,13,6,2,0.484375,0,0.25,0
3,1,8,8,1,0.109375,1,1.5,4
4,8,6,6,3,1.5,1,0.4444444444444444,23
3,3,12,6,1,0.234375,3,0.75,14
8,5,4,7,2,0.484375,4,1.3333333333333333,26
4,1,8,7,1,0.109375,3,2.0,27
2,1,11,7,1,0.109375,1,1.0,7
7,8,5,7,3,1.25,2,0.7777777777777778,19
5,8,7,6,3,1.5,2,0.5555555555555556,23
5,0,9,8,0,0.0,5,5.0,26
5,1,10,8,1,0.109375,7,2.5,27
4,1,9,8,1,0.109375,4,2.0,27
6,3,12,6,2,0.484375,9,1.5,24
7,32,0,0,4,0.0,0,0.21212121212121213,0
2,32,1,0,4,0.0,0,0.06060606060606061,0
2,20,0,2,4,3.0,0,0.09523809523809523,0
5,23,0,2,4,2.859375,0,0.20833333333333334,0
5,14,0,4,4,2.6875,0,0.3333333333333333,0
4,6,1,6,4,1.9375,0,0.5714285714285714,0
7,18,0,3,4,3.4375,0,0.3684210526315789,0
4,20,1,2,4,3.0,1,0.19047619047619047,0
3,9,0,5,4,2.859375,0,0.3,0
8,6,0,6,4,1.9375,0,1.1428571428571428,13
7,2,1,7,2,0.4375,0,2.3333333333333335,8
3,2,5,7,2,0.4375,0,1.0,2
5,2,3,7,2,0.4375,0,1.6666666666666667,4
6,2,4,7,2,0.4375,1,2.0,10
4,4,3,6,3,1.0,1,0.8,1
3,4,4,6,2,0.75,0,0.6,4
3,4,2,6,3,1.0,0,0.6,0
7,2,2,7,2,0.4375,1,2.3333333333333335,13
2,6,5,6,3,1.1875,0,0.2857142857142857,1
1,0,8,8,0,0.0,1,1.0,2
4,4,3,6,2,0.75,1,0.8,8
4,3,2,7,2,0.484375,2,1.0,5
2,4,5,6,2,0.75,0,0.4,3
7,3,4,7,2,0.484375,4,1.75,6
1,3,3,7,2,0.484375,0,0.25,4
5,0,4,8,0,0.0,3,5.0,7
4,0,7,8,0,0.0,3,4.0,5
2,2,8,7,2,0.4375,0,0.6666666666666666,0
2,0,8,8,0,0.0,0,2.0,1
4,5,9,7,3,1.234375,5,0.6666666666666666,7
7,0,5,8,0,0.0,5,7.0,14
7,0,6,8,0,0.0,6,7.0,16
3,8,6,8,3,1.25,0,0.3333333333333333,17
3,4,6,8,3,1.0,1,0.6,20
4,2,5,9,1,0.1875,2,1.3333333333333333,18
7,1,6,8,1,0.109375,6,3.5,22
3,2,7,7,2,0.4375,3,1.0,19
1,0,7,8,0,0.0,1,1.0,9
3,1,7,8,1,0.109375,2,1.5,22
1,2,9,7,1,0.1875,0,0.3333333333333333,4
6,11,6,7,4,1.984375,4,0.5,16
1,0,6,8,0,0.0,0,1.0,5
2,0,6,10,0,0.0,0,2.0,3
5,4,5,9,2,0.5,2,1.0,2
3,6,6,7,3,1.1875,3,0.42857142857142855,14
1,1,5,8,1,0.109375,0,0.5,0
7,0,8,7,0,0.0,8,7.0,12
3,4,6,9,2,0.5,1,0.6,11
3,0,9,7,0,0.0,6,3.0,9
4,4,8,6,2,0.5,7,0.8,12
1,1,7,8,1,0.109375,1,0.5,4
2,7,4,7,3,1.109375,0,0.25,6
7,0,5,10,0,0.0,5,7.0,18
6,4,10,6,3,1.0,8,1.2,12
1,1,5,8,1,0.109375,0,0.5,0
5,1,6,8,1,0.109375,3,2.5,5
2,7,4,8,3,1.609375,1,0.25,4
2,0,3,9,0,0.0,0,2.0,4
1,0,1,8,0,0.0,0,1.0,2
6,7,5,7,3,1.109375,3,0.75,17
2,9,4,6,3,1.359375,1,0.2,1
6,1,3,9,1,0.109375,2,3.0,4
7,11,6,7,3,1.734375,6,0.5833333333333334,18
5,0,3,8,0,0.0,1,5.0,2
3,2,3,7,2,0.4375,1,1.0,6
2,1,7,8,1,0.109375,0,1.0,3
2,1,4,9,1,0.109375,1,1.0,3
4,1,6,8,1,0.109375,3,2.0,10
3,1,5,8,1,0.109375,2,1.5,11
5,0,2,8,0,0.0,1,5.0,11
7,0,0,8,0,0.0,0,7.0,10
6,2,4,7,2,0.4375,3,2.0,11
2,1,7,7,1,0.109375,1,1.0,4
3,1,4,8,1,0.109375,1,1.5,10
4,6,6,6,4,1.9375,4,0.5714285714285714,11
1,2,5,7,2,0.4375,0,0.3333333333333333,0
4,6,3,6,3,0.9375,2,0.5714285714285714,5
3,5,4,6,2,0.734375,1,0.5,5
6,5,5,6,2,0.734375,3,1.0,7
8,0,4,8,0,0.0,4,8.0,15
4,9,5,7,3,1.359375,1,0.4,7
3,2,2,7,1,0.1875,0,1.0,8
2,1,3,7,1,0.109375,0,1.0,6
1,0,4,6,0,0.0,0,1.0,4
3,6,4,5,3,0.9375,1,0.42857142857142855,10
8,2,3,7,2,0.4375,3,2.6666666666666665,7
2,0,5,9,0,0.0,0,2.0,1
3,4,7,5,2,0.75,4,0.6,7
6,2,6,7,2,0.4375,4,2.0,13
4,0,5,6,0,0.0,4,4.0,8
1,4,6,5,2,0.75,1,0.2,7
4,0,4,7,0,0.0,4,4.0,3
4,12,6,5,3,1.75,6,0.3076923076923077,8
3,0,4,9,0,0.0,2,3.0,10
3,12,7,5,3,1.75,4,0.23076923076923078,8
2,2,6,9,1,0.1875,0,0.6666666666666666,0
3,9,7,7,3,0.859375,3,0.3,8
3,1,6,8,1,0.109375,2,1.5,8
5,0,6,9,0,0.0,5,5.0,13
3,12,5,5,3,1.75,3,0.23076923076923078,6
1,11,11,7,3,1.234375,0,0.08333333333333333,0
7,4,4,8,2,0.5,4,1.4,13
6,2,6,9,2,0.4375,4,2.0,11
2,2,9,9,2,0.4375,0,0.6666666666666666,0
3,2,7,9,2,0.4375,3,1.0,8
2,3,9,9,3,0.984375,0,0.5,9
3,11,10,7,3,1.234375,4,0.25,9
6,2,8,9,2,0.4375,6,2.0,16
6,0,9,10,0,0.0,7,6.0,16
7,0,6,9,0,0.0,6,7.0,16
3,28,1,1,4,1.75,1,0.10344827586206896,0
1,28,0,1,4,1.75,0,0.034482758620689655,0
2,26,0,3,4,1.6875,0,0.07407407407407407,0
1,24,0,3,4,3.0,0,0.04,0
4,32,0,0,4,0.0,0,0.12121212121212122,0
7,24,0,4,4,2.25,0,0.28,0
3,15,0,6,4,3.609375,0,0.1875,0
7,7,0,8,4,2.359375,0,0.875,0
2,24,1,4,4,2.25,0,0.08,0
2,3,1,6,2,0.484375,0,0.5,0
6,8,1,5,4,2.25,1,0.6666666666666666,2
5,12,0,7,4,3.75,0,0.38461538461538464,0
5,2,1,7,2,0.4375,0,1.6666666666666667,1
5,8,0,5,4,2.25,0,0.5555555555555556,0
8,12,3,5,4,2.5,3,0.6153846153846154,7
3,2,3,6,1,0.1875,1,1.0,6
7,3,2,6,2,0.484375,2,1.75,3
2,12,2,5,4,2.5,0,0.15384615384615385,2
3,8,5,5,4,2.25,1,0.3333333333333333,5
5,0,3,7,0,0.0,1,5.0,7
4,2,4,6,2,0.4375,1,1.3333333333333333,7
8,2,5,6,1,0.1875,5,2.6666666666666665,13
8,2,2,6,1,0.1875,2,2.6666666666666665,14
3,5,5,5,4,1.734375,2,0.5,9
3,0,4,7,0,0.0,1,3.0,4
3,0,5,7,0,0.0,2,3.0,3
2,2,6,7,2,0.4375,0,0.6666666666666666,0
1,2,6,8,1,0.1875,0,0.3333333333333333,0
2,1,6,9,1,0.109375,0,1.0,1
4,7,5,6,3,1.359375,2,0.5,3
1,1,6,8,1,0.109375,0,0.5,0
8,7,6,5,4,1.859375,6,1.0,16
6,7,4,6,3,1.359375,2,0.75,10
7,1,5,8,1,0.109375,2,3.5,24
8,1,4,8,1,0.109375,4,4.0,13
1,1,10,6,1,0.109375,0,0.5,0
3,0,6,8,0,0.0,0,3.0,8
5,2,4,7,2,0.4375,0,1.6666666666666667,16
1,0,12,8,0,0.0,0,1.0,2
1,0,7,7,0,0.0,0,1.0,3
7,2,6,7,2,0.4375,5,2.3333333333333335,21
3,8,6,7,4,2.25,1,0.3333333333333333,20
2,9,14,6,3,0.859375,1,0.2,2
7,10,7,6,3,1.9375,5,0.6363636363636364,19
4,0,6,7,0,0.0,1,4.0,25
1,9,13,6,3,0.859375,0,0.1,0
8,2,5,7,2,0.4375,5,2.6666666666666665,24
3,1,11,7,1,0.109375,1,1.5,1
3,1,12,7,1,0.109375,2,1.5,15
2,0,9,8,0,0.0,0,2.0,3
5,1,9,6,1,0.109375,3,2.5,21
4,1,9,7,1,0.109375,3,2.0,15
3,9,13,6,3,1.609375,2,0.3,14
4,2,8,6,1,0.1875,3,1.3333333333333333,22
4,9,14,6,3,1.609375,6,0.4,22
8,5,8,6,1,0.234375,8,1.3333333333333333,29
3,4,11,7,1,0.25,2,0.6,3
1,0,10,8,0,0.0,0,1.0,5
8,5,9,6,1,0.234375,9,1.3333333333333333,40
7,14,13,5,4,1.9375,10,0.4666666666666667,29
5,1,10,7,1,0.109375,5,2.5,29
1,0,23,6,0,0.0,1,1.0,3
1,4,15,7,2,0.5,0,0.2,11
5,0,10,8,0,0.0,6,5.0,22
8,14,14,5,4,1.9375,14,0.5333333333333333,32
5,8,12,6,2,0.25,8,0.5555555555555556,24
5,8,13,6,2,0.25,9,0.5555555555555556,24
3,0,11,8,0,0.0,2,3.0,27
2,7,19,6,4,1.609375,1,0.25,9
4,0,9,8,0,0.0,2,4.0,19
1,2,20,7,2,0.4375,0,0.3333333333333333,0
3,7,20,6,4,1.609375,5,0.375,22
3,8,20,5,4,2.25,6,0.3333333333333333,23
3,0,14,8,0,0.0,3,3.0,28
3,0,10,8,0,0.0,1,3.0,28
4,3,15,7,2,0.484375,6,1.0,28
1,1,18,9,1,0.109375,0,0.5,0
7,0,13,8,0,0.0,10,7.0,37
8,0,12,8,0,0.0,12,8.0,27
2,6,17,7,3,1.1875,0,0.2857142857142857,6
4,0,17,8,0,0.0,6,4.0,32
3,0,22,6,0,0.0,7,3.0,30
3,0,21,7,0,0.0,7,3.0,32
7,0,15,8,0,0.0,12,7.0,41
3,4,21,9,2,0.75,2,0.6,15
8,0,16,8,0,0.0,16,8.0,40
5,5,19,7,2,0.734375,12,0.8333333333333334,41
5,5,18,7,2,0.734375,11,0.8333333333333334,41
1,1,16,6,1,0.109375,0,0.5,0
2,0,19,7,0,0.0,1,2.0,11
3,3,20,7,3,0.984375,3,0.75,15
1,0,18,7,0,0.0,0,1.0,12
2,0,20,7,0,0.0,2,2.0,12
7,8,19,5,4,2.25,16,0.7777777777777778,47
4,0,20,8,0,0.0,10,4.0,45
7,8,21,5,4,2.25,18,0.7777777777777778,52
5,0,19,10,0,0.0,8,5.0,33
6,1,16,9,1,0.109375,8,3.0,38
7,8,22,5,4,2.25,19,0.7777777777777778,63
7,3,20,9,2,0.484375,18,1.75,52
7,0,20,7,0,0.0,18,7.0,61
7,1,17,9,1,0.109375,16,3.5,53
7,5,16,8,4,1.734375,15,1.1666666666666667,52
4,0,20,10,0,0.0,4,4.0,46
7,0,16,7,0,0.0,13,7.0,41
8,1,19,9,1,0.109375,19,4.0,61
6,0,17,7,0,0.0,6,6.0,42
4,0,20,7,0,0.0,6,4.0,46
8,0,20,8,0,0.0,20,8.0,62
8,0,19,10,0,0.0,19,8.0,66
4,32,0,0,4,0.0,0,0.12121212121212122,0
7,27,1,2,4,1.734375,1,0.25,0
1,28,0,1,4,1.75,0,0.034482758620689655,0
6,9,0,5,4,2.859375,0,0.6,0
7,27,0,2,4,1.734375,0,0.25,0
7,7,1,6,4,2.359375,0,0.875,0
5,7,2,5,4,1.609375,0,0.625,0
4,27,2,2,4,1.734375,0,0.14285714285714285,0
5,7,1,5,4,2.359375,0,0.625,0
2,2,1,6,2,0.4375,0,0.6666666666666666,0
8,0,1,7,0,0.0,1,8.0,3
1,16,3,4,4,2.5,0,0.058823529411764705,3
8,9,1,5,4,2.859375,1,0.8,12
4,2,2,6,1,0.1875,0,1.3333333333333333,4
4,16,0,3,4,2.75,0,0.23529411764705882,0
7,16,1,3,4,2.75,1,0.4117647058823529,0
4,19,0,3,4,2.734375,0,0.2,0
6,5,0,5,4,1.734375,0,1.0,4
2,0,2,6,0,0.0,1,2.0,2
1,3,1,7,2,0.484375,0,0.25,0
2,0,1,6,0,0.0,0,2.0,2
5,5,1,5,4,1.734375,0,0.8333333333333334,0
3,12,3,4,4,2.5,2,0.23076923076923078,2
6,12,0,5,4,1.75,0,0.46153846153846156,0
6,6,1,6,3,1.1875,1,0.8571428571428571,3
4,8,0,5,3,1.0,0,0.4444444444444444,0
3,4,1,6,3,1.0,0,0.6,0
4,15,0,5,4,2.359375,0,0.25,0
8,6,1,6,4,1.9375,1,1.1428571428571428,3
6,4,0,6,3,1.0,0,1.2,4
1,9,3,5,4,2.359375,0,0.1,0
2,9,4,5,4,2.359375,1,0.2,1
4,6,2,6,4,1.9375,0,0.5714285714285714,4
2,0,4,8,0,0.0,0,2.0,4
7,0,2,7,0,0.0,1,7.0,10
4,0,2,8,0,0.0,0,4.0,3
7,6,3,6,3,1.6875,3,1.0,9
5,0,3,8,0,0.0,1,5.0,5
3,4,5,7,2,0.5,1,0.6,14
2,4,6,7,2,0.5,1,0.4,15
3,0,7,8,0,0.0,3,3.0,13
1,0,6,8,0,0.0,0,1.0,8
2,0,9,8,0,0.0,2,2.0,15
7,0,6,8,0,0.0,6,7.0,16
1,0,13,8,0,0.0,1,1.0,14
4,0,8,8,0,0.0,4,4.0,10
7,7,5,7,4,2.359375,5,0.875,16
3,0,12,8,0,0.0,6,3.0,15
3,0,10,8,0,0.0,5,3.0,14
1,7,19,7,4,2.359375,1,0.125,7
3,0,15,8,0,0.0,8,3.0,18
2,0,18,8,0,0.0,2,2.0,23
7,0,5,8,0,0.0,5,7.0,30
2,5,20,7,2,0.734375,3,0.3333333333333333,18
1,5,22,7,2,0.484375,0,0.16666666666666666,5
3,0,19,10,0,0.0,4,3.0,19
3,0,16,8,0,0.0,9,3.0,21
5,0,17,8,0,0.0,11,5.0,24
8,0,7,8,0,0.0,7,8.0,31
6,0,11,8,0,0.0,7,6.0,38
1,4,20,7,3,1.0,0,0.2,0
2,1,17,9,1,0.109375,0,1.0,3
2,8,21,7,4,2.25,2,0.2222222222222222,10
3,0,20,8,0,0.0,4,3.0,9
3,0,21,8,0,0.0,5,3.0,10
7,0,14,8,0,0.0,13,7.0,44
6,3,20,6,2,0.484375,13,1.5,44
7,3,18,6,2,0.484375,17,1.75,42
6,3,21,6,2,0.484375,14,1.5,52
3,2,17,8,1,0.1875,0,1.0,7
8,3,19,6,2,0.484375,19,2.0,55
4,1,17,8,1,0.109375,1,2.0,16
5,4,19,7,2,0.5,10,1.0,54
6,0,20,8,0,0.0,14,6.0,57
6,0,19,8,0,0.0,13,6.0,54
6,7,18,7,4,1.859375,10,0.75,26
5,0,21,8,0,0.0,10,5.0,58
6,5,21,7,2,0.734375,16,1.0,55
5,8,17,7,3,1.25,3,0.5555555555555556,27
4,4,19,6,1,0.25,3,0.8,28
2,4,22,5,3,1.0,0,0.4,8
4,1,18,8,1,0.109375,2,2.0,21
5,1,19,7,1,0.109375,6,2.5,30
5,0,19,6,0,0.0,6,5.0,21
8,0,20,10,0,0.0,20,8.0,74
5,3,21,6,3,0.984375,7,1.25,28
7,0,18,10,0,0.0,16,7.0,69
3,4,23,5,3,1.0,2,0.6,17
3,0,20,6,0,0.0,0,3.0,22
7,1,21,9,1,0.109375,17,3.5,79
6,6,22,5,3,0.9375,13,0.8571428571428571,36
3,0,23,6,0,0.0,3,3.0,25
7,4,18,7,2,0.5,15,1.4,69
7,5,21,7,2,0.484375,17,1.1666666666666667,78
3,6,24,5,2,0.4375,4,0.42857142857142855,27
8,0,20,10,0,0.0,20,8.0,79
4,0,20,6,0,0.0,3,4.0,31
2,6,25,5,2,0.4375,1,0.2857142857142857,33
7,0,21,6,0,0.0,17,7.0,56
6,8,21,4,4,1.75,13,0.6666666666666666,53
8,4,17,7,1,0.25,17,1.6,72
8,3,20,6,3,0.984375,20,2.0,59
6,0,23,6,0,0.0,13,6.0,57
6,0,22,6,0,0.0,12,6.0,53
7,0,19,6,0,0.0,15,7.0,56
5,0,21,6,0,0.0,8,5.0,57
6,1,25,7,1,0.109375,14,3.0,54
5,1,24,7,1,0.109375,9,2.5,54
5,6,26,6,3,0.9375,10,0.7142857142857143,56
7,0,24,7,0,0.0,20,7.0,54
2,16,0,3,4,4.0,0,0.11764705882352941,0
6,30,0,1,4,0.4375,0,0.1935483870967742,0
2,32,0,0,4,0.0,0,0.06060606060606061,0
8,24,0,2,4,3.0,0,0.32,0
1,1,7,6,1,0.109375,1,0.5,2
5,14,0,4,4,3.4375,0,0.3333333333333333,0
1,2,5,5,2,0.4375,0,0.3333333333333333,0
5,9,1,5,4,2.859375,1,0.5,4
5,9,0,5,4,2.859375,0,0.5,0
7,4,1,6,4,1.75,1,1.4,4
7,4,2,6,4,1.75,2,1.4,9
6,6,4,5,4,1.9375,1,0.8571428571428571,14
1,1,6,6,1,0.109375,0,0.5,0
7,0,8,7,0,0.0,5,7.0,11
4,7,4,5,4,1.859375,0,0.5,14
4,7,5,5,4,1.859375,1,0.5,15
8,4,3,6,4,1.75,3,1.6,18
2,0,8,8,0,0.0,0,2.0,5
4,8,9,6,4,3.0,3,0.4444444444444444,12
2,0,9,7,0,0.0,1,2.0,2
3,2,8,7,2,0.4375,0,1.0,3
7,0,9,8,0,0.0,6,7.0,17
6,5,9,6,4,1.734375,3,1.0,19
1,10,14,6,3,0.9375,0,0.09090909090909091,0
1,0,8,7,0,0.0,0,1.0,3
2,1,10,7,1,0.109375,0,1.0,1
4,0,11,8,0,0.0,4,4.0,19
8,0,7,7,0,0.0,7,8.0,37
8,1,5,6,1,0.109375,5,4.0,28
1,1,11,7,1,0.109375,0,0.5,0
7,6,7,6,2,0.6875,4,1.0,32
2,2,15,5,1,0.1875,0,0.6666666666666666,0
8,0,10,8,0,0.0,10,8.0,38
6,6,8,6,2,0.6875,3,0.8571428571428571,32
7,4,10,6,2,0.5,7,1.4,25
2,2,18,5,1,0.1875,1,0.6666666666666666,6
4,9,9,7,4,1.859375,0,0.4,29
1,2,16,7,2,0.4375,0,0.3333333333333333,0
5,7,8,6,3,1.109375,1,0.625,26
3,2,16,5,1,0.1875,1,1.0,1
6,2,11,7,2,0.4375,7,2.0,27
4,3,9,7,2,0.484375,1,1.0,31
4,1,9,7,1,0.109375,2,2.0,28
1,9,16,5,3,1.109375,0,0.1,0
6,4,11,6,2,0.5,6,1.2,28
3,2,12,8,2,0.4375,0,1.0,2
6,0,11,8,0,0.0,7,6.0,30
2,8,14,6,3,1.25,0,0.2222222222222222,0
4,1,14,8,1,0.109375,3,2.0,28
4,1,16,8,1,0.109375,4,2.0,33
5,10,13,6,3,0.9375,5,0.45454545454545453,30
8,1,13,8,1,0.109375,13,4.0,33
1,4,12,5,2,0.5,0,0.2,2
5,3,12,7,2,0.484375,4,1.25,30
3,3,12,6,1,0.234375,0,0.75,0
5,8,16,5,3,1.0,8,0.5555555555555556,31
6,1,15,8,1,0.109375,11,3.0,32
8,2,17,5,1,0.1875,17,2.6666666666666665,41
2,3,14,6,1,0.234375,0,0.5,5
4,3,13,6,1,0.234375,1,1.0,2
5,2,13,8,2,0.4375,6,1.6666666666666667,21
7,2,15,7,2,0.4375,13,2.3333333333333335,38
6,15,16,3,4,1.359375,13,0.375,38
2,0,13,7,0,0.0,1,2.0,11
1,5,16,5,2,0.734375,0,0.16666666666666666,2
7,1,16,6,1,0.109375,14,3.5,37
7,3,14,7,3,0.984375,12,1.75,35
3,3,15,5,2,0.484375,0,0.75,0
2,9,16,5,4,2.359375,2,0.2,14
6,8,15,6,3,1.25,9,0.6666666666666666,37
5,0,12,7,0,0.0,2,5.0,13
3,0,19,7,0,0.0,0,3.0,2
8,8,14,6,4,2.0,14,0.8888888888888888,35
1,3,17,5,2,0.484375,0,0.25,1
7,8,16,6,3,1.25,13,0.7777777777777778,42
8,4,13,5,2,0.5,13,1.6,41
7,9,15,5,4,2.359375,12,0.7,32
6,9,14,5,4,2.359375,6,0.6,30
7,1,13,7,1,0.109375,10,3.5,43
4,3,16,5,2,0.484375,1,1.0,13
6,6,15,6,2,0.6875,6,0.8571428571428571,36
8,1,15,7,1,0.109375,15,4.0,43
5,7,17,5,3,1.359375,4,0.625,41
2,2,19,5,2,0.4375,0,0.6666666666666666,0
8,7,16,5,3,1.359375,16,1.0,46
1,15,22,4,4,1.359375,0,0.0625,1
5,9,16,5,2,0.609375,3,0.5,37
5,0,17,6,0,0.0,5,5.0,41
5,9,14,6,2,0.859375,3,0.5,33
6,7,17,5,3,1.359375,9,0.75,41
7,0,13,7,0,0.0,10,7.0,33
4,0,17,7,0,0.0,1,4.0,35
7,0,14,7,0,0.0,11,7.0,39
3,0,19,5,0,0.0,0,3.0,21
7,0,18,7,0,0.0,15,7.0,48
5,2,18,6,2,0.4375,6,1.6666666666666667,39
6,0,16,7,0,0.0,8,6.0,45
4,0,16,5,0,0.0,1,4.0,38
7,0,15,5,0,0.0,13,7.0,42
5,0,17,5,0,0.0,7,5.0,46
7,2,18,6,1,0.1875,16,2.3333333333333335,44
6,0,14,5,0,0.0,9,6.0,42
7,0,18,5,0,0.0,16,7.0,50
6,2,19,6,1,0.1875,11,2.0,44
5,8,20,5,3,1.0,8,0.5555555555555556,47
8,6,20,5,2,0.6875,20,1.1428571428571428,48
8,2,20,6,1,0.1875,20,2.6666666666666665,49
8,7,20,5,3,1.359375,20,1.0,47
6,1,20,6,1,0.109375,11,3.0,49
8,2,21,6,1,0.1875,21,2.6666666666666665,59
3,32,0,0,4,0.0,0,0.09090909090909091,0
3,6,1,7,4,1.9375,1,0.42857142857142855,0
7,13,0,6,4,3.484375,0,0.5,0
1,14,0,5,4,3.4375,0,0.06666666666666667,0
3,6,0,7,4,1.9375,0,0.42857142857142855,0
4,29,0,1,4,0.984375,0,0.13333333333333333,0
2,25,1,2,4,2.359375,0,0.07692307692307693,0
2,16,0,4,4,4.0,0,0.11764705882352941,0
7,25,0,2,4,2.359375,0,0.2692307692307692,0
2,6,3,7,3,1.6875,0,0.2857142857142857,0
4,0,1,9,0,0.0,0,4.0,3
8,6,2,7,4,1.9375,2,1.1428571428571428,12
6,0,3,9,0,0.0,2,6.0,8
3,10,5,5,3,0.9375,0,0.2727272727272727,2
3,6,4,7,3,1.6875,1,0.42857142857142855,6
1,3,6,7,2,0.484375,0,0.25,0
6,3,2,8,3,0.984375,1,1.5,5
1,2,6,6,1,0.1875,0,0.3333333333333333,0
7,0,4,9,0,0.0,3,7.0,14
6,1,5,7,1,0.109375,2,3.0,8
2,3,5,7,2,0.484375,0,0.5,0
2,1,4,7,1,0.109375,0,1.0,2
2,8,8,8,3,1.25,0,0.2222222222222222,2
5,8,6,8,3,1.25,0,0.5555555555555556,4
6,7,5,8,4,1.859375,3,0.75,15
7,0,5,9,0,0.0,3,7.0,12
1,15,6,5,4,1.859375,0,0.0625,4
8,5,5,7,3,0.984375,5,1.3333333333333333,21
2,1,5,8,1,0.109375,1,1.0,6
6,2,5,6,1,0.1875,3,2.0,4
2,1,4,8,1,0.109375,0,1.0,7
4,4,5,6,3,1.0,0,0.8,0
2,2,5,6,2,0.4375,2,0.6666666666666666,4
8,10,6,5,3,0.9375,6,0.7272727272727273,29
1,7,5,4,4,1.609375,0,0.125,0
8,2,6,6,2,0.4375,6,2.6666666666666665,14
7,8,7,8,3,1.25,5,0.7777777777777778,23
6,2,6,6,1,0.1875,3,2.0,15
1,2,5,5,1,0.1875,0,0.3333333333333333,0
2,1,8,6,1,0.109375,0,1.0,3
5,4,6,6,3,1.0,1,1.0,19
6,3,5,6,2,0.484375,3,1.5,16
7,6,6,6,4,1.6875,4,1.0,22
3,2,6,5,1,0.1875,1,1.0,6
6,6,5,6,4,1.6875,2,0.8571428571428571,20
4,2,7,5,1,0.1875,2,1.3333333333333333,14
5,2,4,5,1,0.1875,1,1.6666666666666667,17
1,9,9,5,4,2.109375,0,0.1,1
5,1,7,6,1,0.109375,4,2.5,15
4,9,9,5,4,2.859375,3,0.4,15
4,13,8,5,4,2.234375,3,0.2857142857142857,18
1,4,9,6,2,0.5,0,0.2,3
3,5,10,6,4,1.734375,1,0.5,5
5,2,6,7,1,0.1875,5,1.6666666666666667,17
4,4,8,7,2,0.5,1,0.8,1
5,3,8,8,3,0.984375,3,1.25,12
4,8,9,7,4,1.75,0,0.4444444444444444,4
6,9,10,5,4,2.859375,9,0.6,18
6,0,8,8,0,0.0,6,6.0,12
2,8,10,7,4,1.75,0,0.2222222222222222,0
5,2,7,7,1,0.1875,6,1.6666666666666667,18
1,0,10,7,0,0.0,1,1.0,4
5,8,11,7,4,1.75,6,0.5555555555555556,13
5,3,9,8,3,0.984375,4,1.25,17
1,2,11,8,1,0.1875,0,0.3333333333333333,0
4,4,9,6,2,0.5,2,0.8,11
1,4,8,6,2,0.5,0,0.2,5
5,4,10,6,2,0.5,6,1.0,18
4,0,11,7,0,0.0,3,4.0,15
1,1,14,8,1,0.109375,0,0.5,0
8,2,8,7,1,0.1875,8,2.6666666666666665,32
6,3,9,8,3,0.984375,6,1.5,17
1,1,10,8,1,0.109375,0,0.5,0
6,0,10,7,0,0.0,7,6.0,18
4,1,13,8,1,0.109375,1,2.0,10
7,0,9,8,0,0.0,8,7.0,40
7,4,12,6,2,0.5,11,1.4,23
7,5,9,6,4,1.734375,8,1.1666666666666667,41
7,9,9,7,3,1.109375,7,0.7,25
